date,return
2000-02-29,-0.03885935073408863
2000-03-31,-0.0010638167205989694
2000-05-31,-0.0016197106757544853
2000-06-30,0.02638427002079651
2000-07-31,-0.0028971044919029374
2000-08-31,0.020069445658196534
2000-10-31,0.02995518701591238
2000-11-30,0.04404780574888901
2001-01-31,0.045346360708706
2001-02-28,0.033916286590854744
2001-04-30,0.023453527888793287
2001-05-31,0.008885998743429343
2001-07-31,0.047896590265211855
2001-08-31,-0.002880105074827742
2001-10-31,0.013143765720528142
2001-11-30,0.019749697776416848
2001-12-31,0.0257395200759993
2002-01-31,0.03659350604583274
2002-02-28,0.018183019432740113
2002-04-30,0.003876171578095019
2002-05-31,0.014493403790389672
2002-07-31,0.00022108839797561596
2002-09-30,0.014722129961704378
2002-10-31,0.019085791137737406
2002-12-31,-0.008519260952500371
2003-01-31,-0.0064954539983852165
2003-02-28,0.005062446544396319
2003-03-31,0.012008545143824774
2003-04-30,0.013230812406787215
2003-06-30,-0.004549216140191916
2003-07-31,0.011611074008449653
2003-09-30,0.002659999295499457
2003-10-31,0.016501107060721696
2003-12-31,0.011170058848153695
2004-03-31,-0.014231264668958927
2004-04-30,-0.0016400984411094285
2004-06-30,0.0005773309166351939
2004-08-31,0.005198861614309362
2005-01-31,0.01096522213283578
2005-02-28,-0.0024158965951071457
2005-03-31,-0.0037348393272584922
2005-05-31,0.009280021331482657
2005-06-30,0.008533192013745425
2005-08-31,0.0021984765845504133
2005-09-30,-0.010096148067678432
2005-10-31,0.007282027339774859
2005-11-30,-0.0010861829005211028
2006-01-31,-0.002834997970702339
2006-02-28,0.01282675420495991
2006-03-31,0.007606074290340351
2006-05-31,0.0018018605470153544
2006-06-30,0.0014686129461775903
2006-07-31,0.0013950854875475116
2006-08-31,0.0065041739865948685
2006-10-31,0.0028202999733516047
2006-11-30,0.009149483795697208
2007-01-31,-0.007172781313089621
2007-02-28,0.0035388814360624533
2007-04-30,0.008066145495618285
2007-05-31,-0.005118693942637522
2007-07-31,0.00182647346696012
2007-08-31,0.0005703204727774949
2007-10-31,-0.017020695029752227
2007-11-30,-0.0020915167220817085
2007-12-31,-0.013541869713215035
2008-01-31,-0.010006301956467746
2008-02-29,3.243531529276776e-05
2008-03-31,0.009897566458748414
2008-04-30,0.014203259230339892
2008-06-30,0.010660815863649113
2008-07-31,0.012435836116731458
2008-09-30,0.005980045054784111
2008-10-31,-0.021170888260555066
2008-12-31,-0.023324560532971123
2009-03-31,0.018318728285566802
2009-04-30,-0.009613378899622504
2009-06-30,0.005582924269031143
2009-07-31,0.005470390940736192
2009-08-31,0.01264525752716866
2009-09-30,-0.009990596067043707
2009-11-30,0.022987512161590788
2009-12-31,0.0011992781688270312
2010-03-31,0.0246628948077762
2010-04-30,-0.0007843177910045167
2010-06-30,0.019343448108517722
2010-08-31,0.03084201386658966
2010-09-30,0.012871527615607845
2010-11-30,0.022641045923723162
2010-12-31,0.0020354177496707555
2011-01-31,0.002417839643290345
2011-02-28,0.004878399592707984
2011-03-31,0.0006537571830357862
2011-05-31,-0.0021962716142351216
2011-06-30,-0.004232290612501432
2011-08-31,-0.015734239936490767
2011-09-30,0.040551896840839236
2011-10-31,-0.0012346172252435397
2011-11-30,0.006092011539246435
2012-01-31,0.005674929699727888
2012-02-29,0.010070383578005201
2012-04-30,0.005502211149948096
2012-05-31,0.004671965761590455
2012-07-31,-0.0011524159599441267
2012-08-31,0.006529237178772723
2012-10-31,0.0036177148201020945
2012-11-30,0.004282135315374566
2012-12-31,0.0012905258766846292
2013-01-31,0.0022025343186268635
2013-02-28,0.011887421704113962
2013-04-30,0.011110110564518964
2013-05-31,-0.003586218057922988
2013-07-31,-0.01392019799398802
2013-09-30,0.010429751540492952
2013-10-31,0.010564775649954412
2013-12-31,-0.02268644036291497
2014-01-31,0.006625544949063778
2014-02-28,0.015301594936619069
2014-03-31,0.004709386001482146
2014-04-30,-0.002227946947931062
2014-06-30,-0.011698609965419245
2014-07-31,-0.004389362441496752
2014-09-30,2.3231107378739477e-05
2014-10-31,0.0019166836534945566
2014-12-31,-0.003032652374571729
2015-03-31,-0.0022243855173582905
2015-04-30,-0.003258726572494464
2015-06-30,-0.012472908080142375
2015-07-31,-0.003394160604653139
2015-08-31,0.0042128285479536955
2015-09-30,0.017384485173626996
2015-11-30,-0.012531460347241796
2015-12-31,-0.0032625466812800374
2016-02-29,0.018001336878337215
2016-03-31,0.016729886713548192
2016-05-31,0.004518852876017626
2016-06-30,0.009590259869892015
2016-08-31,-0.0049177373126014666
2016-09-30,0.004573566527223711
2016-10-31,0.023618537698652027
2016-11-30,0.014488255344749438
2017-01-31,-0.00617793342970883
2017-02-28,-0.010566978248426355
2017-03-31,-0.0016979664460071537
2017-05-31,0.005181617964500212
2017-06-30,-0.0015923867283559757
2017-07-31,-0.00955030406014944
2017-08-31,0.01620003558820312
2017-10-31,0.0057250147296471566
2017-11-30,0.006111025494694209
2018-01-31,-0.015455794457854121
2018-02-28,-0.005012901176476101
2018-04-30,-0.00023318357932864206
2018-05-31,-0.0012539493263762935
2018-07-31,-0.002283864536897581
2018-08-31,-0.0018038227076416031
2018-10-31,0.002266266042212192
2018-11-30,-0.03302719867059066
2018-12-31,0.011808078651700646
2019-01-31,0.007879901029810371
2019-02-28,-0.010195497328205752
2019-04-30,-0.022033845055694015
2019-05-31,0.0200951532900865
2019-07-31,-0.013538872982045695
2019-09-30,-5.578557825967001e-05
2019-10-31,-0.0031072196036966517
2019-12-31,-0.02372414720232445
2020-01-31,-0.01904260548877456
2020-03-31,0.0523892349374689
2020-04-30,0.008867959481990519
2020-06-30,0.013536887069685343
2020-07-31,0.014749781363742616
2020-08-31,-0.016903796124311463
2020-09-30,0.010476320513806866
2020-11-30,0.012983509942906061
2020-12-31,0.014523417487354303
2021-03-31,-0.0010537133627468622
2021-04-30,0.03957343653642101
2021-06-30,0.0017736025700993488
2021-08-31,0.013488993312622698
2021-09-30,-0.00041973337637366426
2021-11-30,0.029719627879361596
2021-12-31,0.03764611515421689
2022-01-31,0.02359384845520644
2022-02-28,-6.658727742310764e-05
2022-03-31,0.025738216572697738
2022-05-31,-0.038710879953248116
2022-06-30,-0.011673839257654117
2022-08-31,-0.026273520574217578
2022-09-30,0.06320839647030815
2022-10-31,0.02971406805979374
2022-11-30,-0.0014127210055344354
2023-01-31,-0.007685973486399155
2023-02-28,-0.02984618368657529
2023-03-31,0.0067805660994699635
2023-05-31,0.016685836081910668
2023-06-30,0.026596888520713256
2023-07-31,0.0018606336163100707
2023-08-31,0.006257039934373426
2023-10-31,0.010154295410079936
2023-11-30,0.009009098003188283
2024-01-31,-0.008544266420818647
2024-02-29,0.015200712272227456
2024-04-30,0.004423112667635515
2024-05-31,-0.004201301433918705
2024-07-31,0.004570228193064427
2024-09-30,-0.004888346526281997
2024-10-31,0.01004780742126126
2024-12-31,-0.0008328121105279301
